ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
83,"88,48598451","1,336136","110,2040073",164 331,22238,PLUFUR,632,549,"25,8",1750,"384,226266","530,003165",60502,85945,293177,462835,336,11,"299,3278689"
83,"95,39961027","1,239306","193,8696324",543 458,29163,PLEYBER-CHRIST,3320,3237,"21,5",4547,"700,541867","774,575904",627556,666141,2535241,3529911,1458,128,"167,8894038"
83,"96,18950444","1,229129","338,5927175",93 995,56261,VRAIE-CROIX,1566,1483,"16,7",1663,"731,702427","765,34355",502133,244894,2113914,1272657,650,48,"63,3816588"
82,"89,7581908","1,317198","105,0359334",691 623,22079,HENON,2364,2282,"17,4",4087,"466,201354","596,472081",239692,296074,1153995,1673193,979,0,"303,0775635"
82,"87,46317537","1,351761","91,27088608",142 375,22138,MAEL-PESTIVIEN,477,395,30,3129,"449,392034","671,775681",36052,41443,200755,261977,267,0,"360,443038"
82,"80,7298776","1,464505","138,9122032",601 838,22248,POMMERIT-LE-VICOMTE,1893,1811,"29,3",3303,"410,138933","570,612784",251570,281252,978854,1419093,892,15,"332,3235781"
82,"104,5726448","1,130595","162,9947313",140 296,29102,LANDELEAU,1031,949,"25,2",3041,"622,644035","719,315228",154682,140315,814458,934860,554,40,"147,8356164"
82,"91,45389523","1,292775","172,2380668",310 411,35117,GAEL,1758,1676,"18,2",5210,"563,006257","681,629124",288671,215277,1579330,1170242,780,34,"185,2094272"
81,"103,5523212","1,141735","64,17696629",170 905,22071,GUITTE,793,712,"16,2",1453,"376,238335","488,723834",45694,55319,337780,461243,322,15,"240,0351124"
81,"81,50120078","1,450645","111,7054632",154 967,22359,TREGROM,502,421,"24,2",1664,"344,380478","543,766932",47028,58368,215804,337129,260,4,"368,0926366"
81,"116,1950821","1,017507","101,3888889",221 693,29143,MAHALON,1053,972,"18,4",2139,"416,846154","519,780627",98550,106656,601327,801338,417,27,"228,0792181"
81,"100,3019421","1,178734","85,29665588",422 641,35172,MEILLAC,1935,1854,"16,2",3221,"444,494057","563,469251",158140,235858,911646,1394617,817,63,"227,9617044"
81,"92,94296698","1,272063","114,080597",136 023,56253,TREAL,751,670,"23,5",1928,"491,467377","591,966711",76434,96874,382671,555904,384,5,"203,019403"
80,"107,209852","1,102784","120,2312925",152 198,29229,QUEMENEVEN,1256,1176,"17,9",2821,"715,605892","788,886943",141392,217657,871253,1301044,562,24,"129,420068"
80,"120,1082834","0,984356","97,27005988",386 869,56014,BERNE,1750,1670,"19,2",3477,"464,191429","551,921714",162441,185211,1092143,1529449,719,18,"231,6580838"
80,"102,1204251","1,157744","158,5464481",123 613,56199,ROUDOUALLEC,812,732,"27,7",2482,"506,669951","575,703202",116056,87561,544616,704436,410,6,"168,8702186"
80,"97,40226919","1,213825","234,9098712",166 622,56257,TRINITE-PORHOET,779,699,"29,2",1270,"702,09371","831,568678",164202,101760,743201,706964,407,21,"238,3719599"
79,"92,95363565","1,271917","100,6334257",528 136,22155,MOTTE,2245,2166,"21,9",4303,"519,865479","667,6",217972,298889,1150570,1791286,1003,24,"243,8301016"
79,"93,37185434","1,26622","81,83314794",229 071,22283,SAINT-CLET,978,899,"24,6",1446,"408,653374","544,97546",73568,104228,449362,596607,494,27,"254,8064516"
79,"91,09859818","1,297817","94,94866667",361 116,22299,SAINT-HELEN,1579,1500,"15,7",1702,"369,915769","503,961368",142423,202826,740779,1195124,680,40,"240,744"
79,"121,8616393","0,970193","93,83128079",155 386,29159,PEUMERIT,891,812,"17,5",1959,"478,276094","566,216611",76191,114582,587261,952124,431,18,"191,362069"
79,"91,67983706","1,289589","91,55748175",248 294,35285,SAINT-JUST,1175,1096,"20,5",2805,"437,147234","545,062128",100347,134255,523419,762297,541,9,"226,5456204"
78,"93,7674457","1,260878","92,8057554",135 933,22328,SAINT-SERVAIS,495,417,"27,6",2804,"404,793939","621,478788",38700,37148,219114,275334,269,0,"325,9784173"
78,"99,10061197","1,193023","312,3644121",1 329 562,29105,LANDIVISIAU,9666,9492,"17,9",1899,"940,331264","1011,13594",2964963,2461909,13133044,12889150,4264,312,"140,07185"
78,"125,8500323","0,939446","162,4663403",50 379,29132,LOCQUENOLE,895,817,"23,4",85,"763,369832","812,415642",132735,195815,915125,1608518,452,2,"61,66340269"
77,"100,217431","1,179728","120,27",286 038,22101,LANGOAT,1277,1200,"17,1",1850,"393,047768","514,275646",144324,160630,703307,923264,574,15,"238,365"
77,"129,1800297","0,915229","108,9838057",174 849,29240,ROSNOEN,1065,988,"22,6",3364,"579,338028","665,519249",107676,147548,763637,1199061,509,12,"176,9726721"
77,"92,68409098","1,275616","88,81622678",301 040,35249,SAINTE-ANNE-SUR-VILAINE,1100,1023,"21,5",2857,"511,029091","618,402727",90859,143169,512488,767565,533,15,"294,2717498"
77,"93,70160299","1,261764","86,18528139",279 251,35259,SAINT-BROLADRE,1232,1155,24,2381,"414,774351","521,829545",99544,137095,589062,839535,551,28,"241,7757576"
77,"110,87726","1,066308","126,9945227",206 628,56254,TREDION,1355,1278,"17,8",2576,"555,785978","639,031734",162299,180200,872351,1301648,572,23,"161,6807512"
76,"87,1996594","1,355846","141,0524957",269 685,22014,BOURSEUL,1238,1162,"21,2",2223,"470,805331","596,554927",163903,154342,807577,803292,523,9,"232,0869191"
76,"109,3188401","1,081509","173,1599214",1 654 775,29124,LESNEVEN,7747,7635,"23,1",1027,"653,144701","765,749322",1322076,1732943,7229816,9481387,3446,324,"216,7354289"
76,"105,3746552","1,12199","144,8664474",491 905,29279,TAULE,3116,3040,"24,5",2947,"716,311938","795,123235",440394,722627,2652574,4052860,1392,46,"161,8108553"
76,"76,37024405","1,548107","272,0357682",1 352 161,56090,INZINZAC-LOCHRIST,6718,6626,"19,2",4467,"593,18309","731,496279",1802509,1372776,4488569,6949813,2868,296,"204,0689707"
75,"111,0165633","1,06497","246,7687349",87 582,22339,TADEN,2557,2482,"20,2",2013,"922,731326","943,260853",612480,395878,4129775,3288963,1220,59,"35,28686543"
75,"129,8260185","0,910675","140,1433447",369 876,29053,FAOU,1833,1758,"23,6",1185,"669,588652","813,770322",246372,267585,1717708,2255041,920,28,"210,3959044"
75,"103,9565895","1,137295","117,1465438",185 105,29182,PLOUEGAT-GUERAND,1160,1085,"16,9",1729,"570,722414","690,10431",127104,155829,661494,1007117,541,25,"170,6036866"
75,"114,5454143","1,032161","162,575663",338 609,29184,PLOUENAN,2639,2564,"21,1",3064,"647,222812","739,353922",416844,418381,2424818,2869629,1236,84,"132,0627925"
75,"112,1095836","1,054587","117,633015",156 336,29267,SAINT-THOIS,808,733,"18,2",1810,"449,174505","552,783416",86225,92581,513367,697561,391,21,"213,2824011"
75,"99,84892043","1,184082","130,483376",59 266,56191,REMINIAC,466,391,"20,3",1215,"526,521459","614,375536",51019,63583,254221,384182,227,7,"151,5754476"
75,"103,1487551","1,146202","129,8002637",308 903,56239,SAINT-VINCENT-SUR-OUST,1592,1517,"18,5",1566,"510,304648","620,871231",196907,284067,1042938,1645630,732,30,"203,6275544"
74,"94,01387387","1,257573","77,81216216",210 914,22163,PAULE,814,740,"22,2",3756,"461,27887","613,572482",57581,66350,333111,494204,404,17,"285,0189189"
74,"96,36653682","1,226871","106,9623894",148 098,22255,PRENESSAYE,978,904,"20,3",1697,"551,170757","670,206544",96694,104042,535659,658454,444,7,"163,8252212"
74,"100,8710207","1,172084","187,2859238",135 410,29079,HENVIC,1438,1364,"22,4",995,"715,420723","785,956189",255458,334803,1272091,1912239,666,8,"99,27419355"
74,"100,4591847","1,176889","120,1713147",473 653,35130,HEDE-BAZOUGES,2333,2259,"14,3",1469,"476,947278","543,810544",271467,376388,1436808,2336298,1010,38,"209,6737494"
73,"92,58110342","1,277035","103,5460351",479 540,22164,PEDERNEC,1952,1879,"20,1",2705,"536,375","649,626537",194563,254208,1182268,1415612,905,30,"255,2102182"
73,"80,46099759","1,469399","237,662721",2 476 837,29212,PLOUZANE,13123,13010,"17,6",3314,"809,910005","919,958622",3091992,3434861,11372251,12713920,5460,561,"190,3794773"
73,"103,1132206","1,146597","133,1683449",822 630,29272,SAINT-YVI,3251,3178,"17,5",2705,"540,99877","668,60689",423209,594659,2091034,3517061,1355,137,"258,8514789"
73,"84,60209263","1,397475","251,9400405",1 825 096,35012,BAIN-DE-BRETAGNE,7526,7405,19,6477,"657,221632","763,159447",1865616,1786435,7316432,8226862,3221,192,"246,4680621"
73,"100,803164","1,172873","192,733528",1 274 173,56067,GRAND-CHAMP,5552,5479,"17,7",6734,"694,698487","791,887068",1055987,1010748,4939769,6446432,2210,138,"232,5557584"
72,"80,93518534","1,46079","140,7145833",146 861,22115,LANRIVAIN,552,480,28,3674,"499,713768","710,75",67543,51618,279303,319250,271,8,"305,9604167"
72,"81,65210558","1,447964","91,63962766",181 228,22344,TREBRIVAN,824,752,"29,8",2296,"442,826456","578,830097",68913,93265,295814,463640,397,20,"240,9946809"
72,"105,3907176","1,121819","101,7651376",123 938,29033,CLOITRE-PLEYBEN,617,545,"22,5",2042,"503,160454","606,951378",55462,84088,339447,486315,302,14,"227,4091743"
72,"96,53823085","1,224689","105,4464012",782 577,35127,GUIGNEN,3990,3918,"10,3",5305,"457,687719","554,273935",413139,599729,2226834,3416932,1593,26,"199,7388974"
72,"93,19704823","1,268595","212,8536415",873 826,56176,PLUNERET,5784,5712,"16,5",2620,"577,697095","650,387448",1215820,1374077,4813123,7592324,2724,187,"152,9807423"
72,"116,1660836","1,017761","125,2847682",106 133,56201,SAINT,676,604,"28,6",3103,"585,887574","702,597633",75672,82062,492297,727108,384,2,"175,7168874"
71,"76,49698902","1,545542","124,7851064",125 565,22149,MERLEAC,541,470,"23,9",3003,"558,608133","740,909427",58649,72708,256987,372451,282,4,"267,1595745"
71,"109,762759","1,077135","185,2611212",1 109 640,22225,PLOUMAGOAR,5641,5530,"20,9",3207,"601,891686","684,566212",1024494,1046762,5687425,6011773,2445,89,"200,6582278"
71,"79,65039947","1,484353","90,16148325",183 489,22345,TREBRY,907,836,"20,6",2512,"481,814774","630,789416",75375,116898,400141,589888,413,0,"219,4844498"
71,"98,40871226","1,201411","146,6229205",109 721,29166,PLOEVEN,612,541,"21,6",1311,"495,212418","578,455882",79323,113329,404592,616762,274,14,"202,8114603"
71,"112,4433138","1,051457","72,76406036",303 483,35104,EPINIAC,1529,1458,"18,7",2377,"465,049052","572,516678",106090,159468,816447,1180392,679,16,"208,1502058"
71,"94,75985246","1,247673","97,70389171",142 010,35339,TRANS,662,591,"21,8",1483,"391,782477","502,141994",57743,86014,334739,504377,313,6,"240,2876481"
71,"105,7243402","1,118279","123,8611111",136 333,56227,SAINT-MALO-DES-TROIS-FONTAINES,647,576,"21,9",1619,"532,570325","667,874807",71344,60094,428605,440748,299,6,"236,6892361"
70,"91,52008716","1,29184","83,79948586",140 556,22202,PLEVIN,848,778,"25,1",2736,"558,318396","685,018868",65196,105116,339649,514938,440,28,"180,6632391"
70,"103,5782671","1,141449","261,6799446",651 066,29026,CHATEAULIN,5884,5774,"20,9",2081,"930,701224","978,765806",1510940,1137220,7734078,5573800,2491,547,"112,7582265"
70,"90,03776491","1,313108","224,2772829",270 998,35284,SAINT-JOUAN-DES-GUERETS,2764,2694,"24,5",924,"897,738061","985,582127",604203,608639,3262125,2931235,1264,168,"100,59317"
70,"116,0055981","1,019169","166,8866242",453 425,56024,BREHAN,2425,2355,"25,3",5165,"688,546804","804,458969",393018,281835,1978033,2144032,988,66,"192,537155"
70,"99,83273246","1,184274","100,3338376",336 075,56032,CAMPENEAC,2053,1983,"17,5",6057,"563,59133","651,574769",198962,263018,1179387,1711110,852,20,"169,4780635"
70,"98,33022231","1,20237","173,5438144",416 897,56096,LANDAUL,2398,2328,"13,3",1735,"491,284821","576,446622",404010,404289,1808371,2118027,987,33,"179,0794674"
70,"116,8180308","1,012081","109,3538364",285 301,56135,MOLAC,1647,1577,16,2840,"454,581664","552,967213",172451,185966,925808,1334582,701,13,"180,9137603"
69,"81,18360621","1,45632","224,2083969",173 741,22152,MINIHY-TREGUIER,1379,1310,"36,3",1207,"471,42132","531,40029",293713,193030,1147308,1077575,558,21,"132,6267176"
69,"78,09451017","1,513926","136,1144219",1 747 803,22176,PLEDRAN,6797,6712,"15,5",3471,"488,742386","672,563925",913600,1599876,3855800,6291586,2884,251,"260,3997318"
69,"84,11694437","1,405535","97,73848987",176 904,22243,PLUSQUELLEC,612,543,"25,6",2631,"449,633987","646,254902",53072,68222,277425,410146,328,4,"325,7900552"
69,"96,79795235","1,221403",104,147 200,22244,PLUSSULIEN,579,510,"27,8",2249,"558,715026","695,069085",53040,69306,293885,395230,291,6,"288,627451"
69,"124,0809678","0,95284","95,78082192",35 971,29013,BOTMEUR,288,219,"26,9",1362,"478,152778","568,652778",20976,31618,199748,257621,147,0,"164,2511416"
69,"83,72261501","1,412155","90,05076352",600 383,35191,LES PORTES DU COGLAIS,2492,2423,"17,5",4071,"487,727929","581,087881",218193,314767,1188022,1754121,1049,102,"247,7849773"
69,"95,24359996","1,241336","86,1014068",301 451,35292,SAINT-MARC-LE-BLANC,1775,1706,"19,4",2276,"530,532394","619,342535",146889,205175,985493,1374521,774,33,"176,7004689"
69,"104,6434503","1,12983","109,5559369",350 814,56131,MESLAN,1526,1457,"19,4",3713,"447,977064","553,745085",159623,199137,853187,1318909,738,10,"240,7783116"
68,"100,5799433","1,175476","169,3245235",800 378,22206,CHATELAUDREN-PLOUAGAT,4003,3935,"22,2",3244,"653,918061","729,158881",666292,615658,3689914,3484420,1795,83,"203,3997459"
68,"117,4090895","1,006986","133,2393682",138 008,29125,LEUHAN,891,823,"19,9",3275,"571,305275","679,956229",109656,96704,691081,747770,453,16,"167,6889429"
68,"107,997714","1,094739","70,23687752",292 919,35169,MAXENT,1554,1486,"17,2",3972,"475,79601","576,669884",104372,158034,703499,1115585,646,14,"197,1191117"
68,"110,112991","1,073709","288,2022043",560 935,56164,PLOEREN,6873,6805,"15,8",2044,"794,621708","851,678015",1961216,1453164,8374793,11166854,2906,310,"82,42983101"
68,"94,58450687","1,249986","334,2938659",256 836,56195,ROCHE-BERNARD,769,701,"25,1",43,"768,881664","1057,188557",234340,168786,1082392,1177542,486,0,"366,3851641"
68,"106,9317556","1,105652","226,4382975",1 655 646,56206,SAINT-AVE,11793,11677,19,2609,"762,088527","843,402273",2644120,2748553,11876520,17864350,5042,736,"141,7869316"
67,"92,5465353","1,277512","108,6194286",177 585,22012,BOUILLIE,942,875,"21,5",1091,"491,596603","607,380042",95042,146335,516192,797727,430,9,"202,9542857"
67,"89,31487049","1,323736","114,4679226",532 461,22180,PLELAN-LE-PETIT,2031,1964,"24,2",2123,"463,024618","581,496307",224815,321055,1205760,1625038,862,27,"271,1104888"
67,"101,9643622","1,159516","149,811281",319 144,35226,PLEUGUENEUC,1964,1897,17,2452,"569,025458","650,722505",284192,238868,1517342,1498826,833,79,"168,2361624"
66,"102,7672563","1,150457","96,23192488",212 752,22090,KERMARIA-SULARD,1131,1065,"21,7",902,"391,325376","489,178603",102487,124797,607613,933806,487,25,"199,7671362"
66,"123,7012335","0,955765","53,02675014",432 190,22208,PLOUASNE,1823,1757,"20,9",3361,"521,341196","624,786615",93168,130370,1043013,1167096,812,43,"245,9817871"
66,"92,74465489","1,274783","87,35158057",349 762,22239,PLUMAUDAN,1363,1297,"17,9",1783,"380,809978","469,840059",113295,138909,625322,919871,589,32,"269,6700077"
66,"88,82175774","1,331085","115,7818182",84 044,22313,SAINT-MARTIN-DES-PRES,396,330,"23,4",2030,"539,356061","708,631313",38208,45193,178229,261763,187,0,"254,6787879"
66,"96,9946571","1,218926","118,2493557",372 375,35271,SAINT-GEORGES-DE-REINTEMBAULT,1618,1552,"30,3",3102,"580,593325","683,670581",183523,216324,992267,1270767,690,29,"239,9323454"
66,"107,9945572","1,094771","150,9957761",372 873,56141,MOUSTOIR-AC,1960,1894,13,3392,"395,735714","483,898469",285986,239673,1235929,1657131,780,24,"196,8706441"
65,"85,85426649","1,377093","122,6214455",365 968,22117,LANTIC,1753,1688,"16,1",1581,"420,958357","549,864803",206985,314583,917247,1484113,776,0,"216,8056872"
65,"82,52254631","1,432691","98,18680377",335 517,22212,PLOUEC-DU-TRIEUX,1232,1167,"25,3",1827,"467,810877","585,972403",114584,163197,561519,786864,614,37,"287,503856"
65,"79,0873293","1,494921","117,2372881",69 697,22294,SAINT-GILLES-PLIGEAUX,360,295,"25,5",1945,"482,091667","627,994444",34585,40756,159480,229055,212,3,"236,2610169"
65,"119,447555","0,989801","95,16321839",69 216,29014,BOTSORHEL,500,435,"20,8",2564,"649,328","749,692",41396,50538,266082,385028,249,8,"159,1172414"
65,"102,9215774","1,148732","87,41306028",464 590,35116,FRESNAIS,2653,2588,"16,9",1443,"423,493027","525,560498",226225,343214,1344218,2099727,1128,50,"179,5170015"
65,"106,8044386","1,10697","148,1542825",320 184,56074,GUENIN,1828,1763,"13,2",2871,"547,140591","678,502188",261196,241875,1449214,1473819,790,13,"181,6131594"
64,"93,39530975","1,265902","177,1855808",150 716,22227,PLOUNERIN,813,749,"21,3",2589,"499,587946","582,749077",132712,88483,670349,527262,418,2,"201,222964"
64,"92,21032266","1,28217","126,3490196",279 382,29208,PLOURIN,1339,1275,"14,9",2569,"463,374907","558,171023",161095,295434,818648,1182646,526,19,"219,1231373"
64,"91,77968818","1,288186","104,1257445",321 829,35106,ERCE-EN-LAMEE,1575,1511,"16,3",3921,"479,514921","589,12254",157334,222583,795052,1144594,694,7,"212,9907346"
64,"93,95500131","1,258361","195,1167928",712 171,35257,MAEN ROCH,4953,4889,"23,4",3911,"731,02443","804,610943",953926,735473,5381444,4305505,2145,176,"145,6680303"
64,"131,2903345","0,900518","93,9146437",218 415,56160,PLEUGRIFFET,1341,1277,"20,2",3849,"610,810589","735,051454",119929,123696,785003,1032186,619,27,"171,0375881"
64,"96,63931362","1,223408","199,9493671",75 811,56230,SAINT-NICOLAS-DU-TERTRE,538,474,"19,9",1293,"573,018587","676,678439",94776,69075,405674,411581,267,4,"159,9388186"
63,"92,6232433","1,276454","90,61042184",321 538,22340,TONQUEDEC,1272,1209,"18,3",1801,"388,293239","540,089623",109548,149652,597049,908335,560,8,"265,9536807"
63,"89,11667425","1,32668","111,4439252",108 575,22366,TREMEL,491,428,"26,6",1193,"414,641548","558,625255",47698,64337,233039,378310,256,3,"253,6799065"
63,"108,9433086","1,085237","120,5751588",193 881,35217,PERTRE,1480,1417,"21,7",4363,"653,84527","754,886486",170855,189947,1064374,1121446,602,49,"136,8249824"
63,"110,1029416","1,073807","122,4624277",76 966,56156,PERSQUEN,409,346,"28,2",1996,"453,540342","591,290954",42372,44561,225560,336557,210,4,"222,4450867"
62,"111,7283929","1,058185","88,06966774",205 291,22028,CAMLEZ,995,933,"12,8",1166,"389,39799","500,565829",82169,91732,514666,778024,426,16,"220,0332262"
62,"96,37211396","1,2268","144,287119",268 724,22245,PLUZUNET,1079,1017,"20,8",2287,"457,112141","614,489342",146740,114458,804427,704959,512,18,"264,2320551"
62,"104,5667256","1,130659","153,4003436",142 477,29029,CLEDEN-POHER,1226,1164,"21,5",2981,"737,384992","824,320555",178558,146318,927468,972782,588,36,"122,402921"
